APMC,Commodity,identifier,date,modal_price,quarter,deseasonalise_price
Pune,potato,Pune_potato,2016-06-01,1623.0,2,1577.0
Pune,potato,Pune_potato,2016-07-01,1771.0,3,1778.0
Pune,potato,Pune_potato,2016-08-01,1596.0,3,1603.0
Pune,potato,Pune_potato,2016-09-01,1465.0,3,1472.0
Pune,potato,Pune_potato,2016-10-01,1268.0,4,1296.8125
Pune,potato,Pune_potato,2016-11-01,1068.0,4,1096.8125
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2014-09-01,710.0,3,791.9259107759044
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2014-10-01,541.0,4,518.6749570089047
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2014-11-01,713.0,4,683.5771614553588
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2014-12-01,689.0,4,660.5675515325977
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2015-01-01,534.0,1,539.4646875702346
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2015-02-01,660.0,1,666.7541082328742
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2015-03-01,621.0,1,627.3550018372953
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2015-04-01,658.0,2,640.3623092002242
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2015-05-01,594.0,2,578.077829278014
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2015-06-01,656.0,2,638.4159192026551
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2015-07-01,557.0,3,621.2714539467306
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2015-08-01,726.0,3,809.7721284835304
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2015-09-01,514.0,3,573.3097438574857
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2015-10-01,609.0,4,583.868851790061
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2015-11-01,594.0,4,569.4878455883353
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2015-12-01,738.0,4,707.5455051249015
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2016-01-01,638.0,1,644.5289712917784
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2016-02-01,587.0,1,593.007062928329
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2016-03-01,725.0,1,732.4192855588391
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2016-04-01,790.0,2,768.824049039783
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2016-05-01,955.75,2,930.1311200883197
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2016-06-01,955.75,2,930.1311200883197
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2016-07-01,955.75,3,1066.0326608789728
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2016-08-01,483.0,3,538.7326970489603
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2016-09-01,341.75,3,381.1840563488244
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2016-10-01,825.0,4,790.9553410949102
Aurangabad,bottle gourd,Aurangabad_bottle gourd,2016-11-01,511.0,4,489.91294460545345
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2014-09-01,2372.0,3,2755.755002585097
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2014-10-01,1685.0,4,1463.2003299250657
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2014-11-01,3125.0,4,2713.6504635108786
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2014-12-01,4145.0,4,3599.385974800829
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2015-01-01,3791.0,1,4107.65736149299
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2015-02-01,2925.0,1,3169.321493634133
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2015-03-01,2627.0,1,2846.4299363339715
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2015-04-01,1669.0,2,1689.7003085721742
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2015-05-01,2056.0,2,2081.50020037411
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2015-06-01,2008.0,2,2032.9048649568158
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2015-07-01,1200.0,3,1394.1424970919547
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2015-08-01,1400.0,3,1626.4995799406138
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2015-09-01,1160.0,3,1347.6710805222228
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2015-10-01,1867.0,4,1621.2433329199391
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2015-11-01,2538.0,4,2203.918360444995
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2015-12-01,4204.0,4,3650.6196955519144
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2016-01-01,4107.0,1,4450.052435677054
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2016-02-01,2252.0,1,2440.106667919339
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2016-03-01,2581.0,1,2796.587615408443
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2016-04-01,2342.0,2,2371.0474072354896
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2016-05-01,2773.0,2,2807.3930231699455
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2016-06-01,2896.0,2,2931.9185701767624
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2016-07-01,1996.0,3,2318.923686829618
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2016-08-01,1300.0,3,1510.3210385162843
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2016-09-01,919.0,3,1067.6807956895886
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2016-10-01,1348.0,4,1170.5602639400524
Mangalwedha,ladies finger,Mangalwedha_ladies finger,2016-11-01,1716.0,4,1490.1197425230937
Shirur,maize,Shirur_maize,2014-09-01,1210.0,3,1189.6666666666667
Shirur,maize,Shirur_maize,2014-10-01,1211.0,4,1244.0625
Shirur,maize,Shirur_maize,2014-11-01,1250.0,4,1283.0625
Shirur,maize,Shirur_maize,2014-12-01,1164.0,4,1197.0625
Shirur,maize,Shirur_maize,2015-01-01,1250.0,1,1241.0
Shirur,maize,Shirur_maize,2015-02-01,1207.0,1,1198.0
Shirur,maize,Shirur_maize,2015-03-01,1245.0,1,1236.0
Shirur,maize,Shirur_maize,2015-04-01,1232.0,2,1211.4166666666667
Shirur,maize,Shirur_maize,2015-05-01,1211.0,2,1190.4166666666667
Shirur,maize,Shirur_maize,2015-06-01,1222.0,2,1201.4166666666667
Shirur,maize,Shirur_maize,2015-07-01,1287.0,3,1266.6666666666667
Shirur,maize,Shirur_maize,2015-08-01,1335.0,3,1314.6666666666667
Shirur,maize,Shirur_maize,2015-09-01,1466.0,3,1445.6666666666667
Shirur,maize,Shirur_maize,2015-10-01,1391.0,4,1424.0625
Shirur,maize,Shirur_maize,2015-11-01,1360.0,4,1393.0625
Shirur,maize,Shirur_maize,2015-12-01,1403.0,4,1436.0625
Shirur,maize,Shirur_maize,2016-01-01,1467.0,1,1458.0
Shirur,maize,Shirur_maize,2016-02-01,1444.0,1,1435.0
Shirur,maize,Shirur_maize,2016-03-01,1430.0,1,1421.0
Shirur,maize,Shirur_maize,2016-04-01,1364.0,2,1343.4166666666667
Shirur,maize,Shirur_maize,2016-05-01,1779.75,2,1759.1666666666667
Shirur,maize,Shirur_maize,2016-06-01,1700.0,2,1679.4166666666667
Shirur,maize,Shirur_maize,2016-07-01,1575.0,3,1554.6666666666667
Shirur,maize,Shirur_maize,2016-08-01,1592.0,3,1571.6666666666667
Shirur,maize,Shirur_maize,2016-09-01,1700.0,3,1679.6666666666667
Shirur,maize,Shirur_maize,2016-10-01,1354.0,4,1387.0625
Shirur,maize,Shirur_maize,2016-11-01,1280.0,4,1313.0625
Kamthi,green chilli,Kamthi_green chilli,2014-09-01,4444.0,3,4601.833333333333
Kamthi,green chilli,Kamthi_green chilli,2014-10-01,4132.0,4,4487.3125
Kamthi,green chilli,Kamthi_green chilli,2014-11-01,1905.0,4,2260.3125
Kamthi,green chilli,Kamthi_green chilli,2014-12-01,1115.0,4,1470.3125
Kamthi,green chilli,Kamthi_green chilli,2015-01-01,2119.0,1,1864.0833333333333
Kamthi,green chilli,Kamthi_green chilli,2015-02-01,2893.0,1,2638.0833333333335
Kamthi,green chilli,Kamthi_green chilli,2015-03-01,2414.0,1,2159.0833333333335
Kamthi,green chilli,Kamthi_green chilli,2015-04-01,3596.0,2,3499.75
Kamthi,green chilli,Kamthi_green chilli,2015-05-01,4468.0,2,4371.75
Kamthi,green chilli,Kamthi_green chilli,2015-06-01,3800.0,2,3703.75
Kamthi,green chilli,Kamthi_green chilli,2015-07-01,3152.0,3,3309.8333333333335
Kamthi,green chilli,Kamthi_green chilli,2015-08-01,3100.0,3,3257.8333333333335
Kamthi,green chilli,Kamthi_green chilli,2015-09-01,3300.0,3,3457.8333333333335
Kamthi,green chilli,Kamthi_green chilli,2015-10-01,2180.0,4,2535.3125
Kamthi,green chilli,Kamthi_green chilli,2015-11-01,1543.0,4,1898.3125
Kamthi,green chilli,Kamthi_green chilli,2015-12-01,1448.0,4,1803.3125
Kamthi,green chilli,Kamthi_green chilli,2016-01-01,2331.0,1,2076.0833333333335
Kamthi,green chilli,Kamthi_green chilli,2016-02-01,2862.0,1,2607.0833333333335
Kamthi,green chilli,Kamthi_green chilli,2016-03-01,3208.0,1,2953.0833333333335
Kamthi,green chilli,Kamthi_green chilli,2016-04-01,4700.0,2,4603.75
Kamthi,green chilli,Kamthi_green chilli,2016-05-01,5400.0,2,5303.75
Kamthi,green chilli,Kamthi_green chilli,2016-06-01,2977.0,2,2880.75
Kamthi,green chilli,Kamthi_green chilli,2016-07-01,5554.0,3,5711.833333333333
Kamthi,green chilli,Kamthi_green chilli,2016-08-01,4600.0,3,4757.833333333333
Kamthi,green chilli,Kamthi_green chilli,2016-09-01,1583.0,3,1740.8333333333333
Kamthi,green chilli,Kamthi_green chilli,2016-10-01,1203.0,4,1558.3125
Kamthi,green chilli,Kamthi_green chilli,2016-11-01,1079.0,4,1434.3125
Pune,green-peas,Pune_green-peas,2014-09-01,4458.0,3,4613.916666666667
Pune,green-peas,Pune_green-peas,2014-10-01,6167.0,4,6349.5
Pune,green-peas,Pune_green-peas,2014-11-01,5618.0,4,5800.5
Pune,green-peas,Pune_green-peas,2014-12-01,2872.0,4,3054.5
Pune,green-peas,Pune_green-peas,2015-01-01,2614.0,1,2462.4166666666665
Pune,green-peas,Pune_green-peas,2015-02-01,2212.0,1,2060.4166666666665
Pune,green-peas,Pune_green-peas,2015-03-01,3250.0,1,3098.4166666666665
Pune,green-peas,Pune_green-peas,2015-04-01,4429.0,2,3948.8333333333335
Pune,green-peas,Pune_green-peas,2015-05-01,4702.0,2,4221.833333333333
Pune,green-peas,Pune_green-peas,2015-06-01,6511.0,2,6030.833333333333
Pune,green-peas,Pune_green-peas,2015-07-01,7280.0,3,7435.916666666667
Pune,green-peas,Pune_green-peas,2015-08-01,4413.0,3,4568.916666666667
Pune,green-peas,Pune_green-peas,2015-09-01,6909.0,3,7064.916666666667
Pune,green-peas,Pune_green-peas,2015-10-01,9300.0,4,9482.5
Pune,green-peas,Pune_green-peas,2015-11-01,7444.0,4,7626.5
Pune,green-peas,Pune_green-peas,2015-12-01,3418.0,4,3600.5
Pune,green-peas,Pune_green-peas,2016-01-01,2792.0,1,2640.4166666666665
Pune,green-peas,Pune_green-peas,2016-02-01,2313.0,1,2161.4166666666665
Pune,green-peas,Pune_green-peas,2016-03-01,4859.0,1,4707.416666666667
Pune,green-peas,Pune_green-peas,2016-04-01,6720.0,2,6239.833333333333
Pune,green-peas,Pune_green-peas,2016-05-01,6695.0,2,6214.833333333333
Pune,green-peas,Pune_green-peas,2016-06-01,7360.0,2,6879.833333333333
Pune,green-peas,Pune_green-peas,2016-07-01,6638.0,3,6793.916666666667
Pune,green-peas,Pune_green-peas,2016-08-01,4038.0,3,4193.916666666667
Pune,green-peas,Pune_green-peas,2016-09-01,5091.0,3,5246.916666666667
Pune,green-peas,Pune_green-peas,2016-10-01,8680.0,4,8862.5
Pune,green-peas,Pune_green-peas,2016-11-01,7248.0,4,7430.5
Mumbai,elephant root,Mumbai_elephant root,2014-09-01,1863.0,3,2063.0170028437706
Mumbai,elephant root,Mumbai_elephant root,2014-10-01,1356.0,4,1375.1508863808483
Mumbai,elephant root,Mumbai_elephant root,2014-11-01,1522.0,4,1543.4953164245214
Mumbai,elephant root,Mumbai_elephant root,2014-12-01,1433.0,4,1453.2383629673714
Mumbai,elephant root,Mumbai_elephant root,2015-01-01,1524.0,1,1446.9845016692577
Mumbai,elephant root,Mumbai_elephant root,2015-02-01,1813.0,1,1721.3798566445957
Mumbai,elephant root,Mumbai_elephant root,2015-03-01,1930.0,1,1832.467249489283
Mumbai,elephant root,Mumbai_elephant root,2015-04-01,2242.0,2,2102.0483574550344
Mumbai,elephant root,Mumbai_elephant root,2015-05-01,2674.0,2,2507.081760854042
Mumbai,elephant root,Mumbai_elephant root,2015-06-01,3615.0,2,3389.3420214986395
Mumbai,elephant root,Mumbai_elephant root,2015-07-01,2381.0,3,2636.6309628400527
Mumbai,elephant root,Mumbai_elephant root,2015-08-01,2024.0,3,2241.302422842615
Mumbai,elephant root,Mumbai_elephant root,2015-09-01,1950.0,3,2159.357571414575
Mumbai,elephant root,Mumbai_elephant root,2015-10-01,1904.0,4,1930.8903301394803
Mumbai,elephant root,Mumbai_elephant root,2015-11-01,2070.0,4,2099.2347601831534
Mumbai,elephant root,Mumbai_elephant root,2015-12-01,2089.0,4,2118.5030985616463
Mumbai,elephant root,Mumbai_elephant root,2016-01-01,2112.0,1,2005.2698605810185
Mumbai,elephant root,Mumbai_elephant root,2016-02-01,2172.0,1,2062.2377543475245
Mumbai,elephant root,Mumbai_elephant root,2016-03-01,2946.0,1,2797.123583935455
Mumbai,elephant root,Mumbai_elephant root,2016-04-01,3063.0,2,2871.799339377685
Mumbai,elephant root,Mumbai_elephant root,2016-05-01,3519.0,2,3299.334598521082
Mumbai,elephant root,Mumbai_elephant root,2016-06-01,3508.0,2,3289.02124797157
Mumbai,elephant root,Mumbai_elephant root,2016-07-01,3082.0,3,3412.892325692164
Mumbai,elephant root,Mumbai_elephant root,2016-08-01,2588.0,3,2865.855074267138
Mumbai,elephant root,Mumbai_elephant root,2016-09-01,2015.0,3,2231.336157128394
Mumbai,elephant root,Mumbai_elephant root,2016-10-01,2077.0,4,2106.3336216910193
Mumbai,elephant root,Mumbai_elephant root,2016-11-01,1952.0,4,1979.5682376219881
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2014-09-01,1450.0,3,1469.188061422609
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2014-10-01,1450.0,4,1453.1154119090177
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2014-11-01,1420.0,4,1423.0509551109
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2014-12-01,1409.0,4,1412.0273209515904
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2015-01-01,1403.0,1,1397.2722778996438
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2015-02-01,1391.0,1,1385.321267682398
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2015-03-01,1407.0,1,1401.255947972059
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2015-04-01,1408.0,2,1408.641266675086
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2015-05-01,1363.0,2,1363.6207716464078
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2015-06-01,1271.0,2,1271.5788706988878
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2015-07-01,1150.0,3,1165.2181176800002
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2015-08-01,1102.0,3,1116.582926681183
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2015-09-01,1120.0,3,1134.8211233057393
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2015-10-01,1116.0,4,1118.3977928899749
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2015-11-01,1218.0,4,1220.6169460035749
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2015-12-01,1271.0,4,1273.7308196802494
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2016-01-01,1308.0,1,1302.660113679782
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2016-02-01,1383.0,1,1377.3539275375674
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2016-03-01,1337.0,1,1331.5417217047923
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2016-04-01,1352.0,2,1352.6157617505085
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2016-05-01,1369.0,2,1369.623504316898
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2016-06-01,1472.0,2,1472.670415160317
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2016-07-01,1467.0,3,1486.4130249013567
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2016-08-01,1396.0,3,1414.4734715489394
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2016-09-01,1428.0,3,1446.8969322148178
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2016-10-01,1458.0,4,1461.1326003885158
Morshi,sorgum(jawar),Morshi_sorgum(jawar),2016-11-01,1251.0,4,1253.6878484815043
Akole,wheat(husked),Akole_wheat(husked),2014-09-01,1706.0,3,1711.9166666666667
Akole,wheat(husked),Akole_wheat(husked),2014-10-01,1675.0,4,1675.625
Akole,wheat(husked),Akole_wheat(husked),2014-11-01,1663.0,4,1663.625
Akole,wheat(husked),Akole_wheat(husked),2014-12-01,1675.0,4,1675.625
Akole,wheat(husked),Akole_wheat(husked),2015-01-01,1670.0,1,1670.0
Akole,wheat(husked),Akole_wheat(husked),2015-02-01,1573.25,1,1573.25
Akole,wheat(husked),Akole_wheat(husked),2015-03-01,1688.0,1,1688.0
Akole,wheat(husked),Akole_wheat(husked),2015-04-01,1644.0,2,1636.6666666666667
Akole,wheat(husked),Akole_wheat(husked),2015-05-01,1625.0,2,1617.6666666666667
Akole,wheat(husked),Akole_wheat(husked),2015-06-01,1638.0,2,1630.6666666666667
Akole,wheat(husked),Akole_wheat(husked),2015-07-01,1680.0,3,1685.9166666666667
Akole,wheat(husked),Akole_wheat(husked),2015-08-01,1681.0,3,1686.9166666666667
Akole,wheat(husked),Akole_wheat(husked),2015-09-01,1650.0,3,1655.9166666666667
Akole,wheat(husked),Akole_wheat(husked),2015-10-01,1675.0,4,1675.625
Akole,wheat(husked),Akole_wheat(husked),2015-11-01,1663.0,4,1663.625
Akole,wheat(husked),Akole_wheat(husked),2015-12-01,1663.0,4,1663.625
Akole,wheat(husked),Akole_wheat(husked),2016-01-01,1660.0,1,1660.0
Akole,wheat(husked),Akole_wheat(husked),2016-02-01,1638.0,1,1638.0
Akole,wheat(husked),Akole_wheat(husked),2016-03-01,1650.0,1,1650.0
Akole,wheat(husked),Akole_wheat(husked),2016-04-01,1725.0,2,1717.6666666666667
Akole,wheat(husked),Akole_wheat(husked),2016-05-01,1725.0,2,1717.6666666666667
Akole,wheat(husked),Akole_wheat(husked),2016-06-01,1788.0,2,1780.6666666666667
Akole,wheat(husked),Akole_wheat(husked),2016-07-01,1791.25,3,1797.1666666666667
Akole,wheat(husked),Akole_wheat(husked),2016-08-01,1791.25,3,1797.1666666666667
Akole,wheat(husked),Akole_wheat(husked),2016-09-01,1705.0,3,1710.9166666666667
Akole,wheat(husked),Akole_wheat(husked),2016-10-01,1731.0,4,1731.625
Akole,wheat(husked),Akole_wheat(husked),2016-11-01,1713.0,4,1713.625
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2014-09-01,1543.25,3,1544.5
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2014-10-01,1681.0,4,1661.6875
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2014-11-01,1750.0,4,1730.6875
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2014-12-01,1717.0,4,1697.6875
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2015-01-01,1675.0,1,1683.4166666666667
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2015-02-01,1627.0,1,1635.4166666666667
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2015-03-01,1594.0,1,1602.4166666666667
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2015-04-01,1648.0,2,1641.9166666666667
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2015-05-01,1589.0,2,1582.9166666666667
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2015-06-01,1653.0,2,1646.9166666666667
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2015-07-01,1639.0,3,1640.25
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2015-08-01,1612.0,3,1613.25
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2015-09-01,1681.0,3,1682.25
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2015-10-01,1641.0,4,1621.6875
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2015-11-01,1685.0,4,1665.6875
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2015-12-01,1684.0,4,1664.6875
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2016-01-01,1645.0,1,1653.4166666666667
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2016-02-01,1651.0,1,1659.4166666666667
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2016-03-01,1706.0,1,1714.4166666666667
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2016-04-01,1740.0,2,1733.9166666666667
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2016-05-01,1689.0,2,1682.9166666666667
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2016-06-01,1720.0,2,1713.9166666666667
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2016-07-01,1707.0,3,1708.25
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2016-08-01,1712.0,3,1713.25
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2016-09-01,1677.0,3,1678.25
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2016-10-01,1719.0,4,1699.6875
Pathardi,sorgum(jawar),Pathardi_sorgum(jawar),2016-11-01,1809.25,4,1789.9375
Patan,ginger (fresh),Patan_ginger (fresh),2014-09-01,4799.75,3,4770.09070528792
Patan,ginger (fresh),Patan_ginger (fresh),2014-10-01,3942.0,4,4109.687094625492
Patan,ginger (fresh),Patan_ginger (fresh),2014-11-01,4263.0,4,4444.34197980428
Patan,ginger (fresh),Patan_ginger (fresh),2014-12-01,3600.0,4,3753.138899201362
Patan,ginger (fresh),Patan_ginger (fresh),2015-01-01,3453.0,1,3407.8519162023927
Patan,ginger (fresh),Patan_ginger (fresh),2015-02-01,3458.0,1,3412.7865410448517
Patan,ginger (fresh),Patan_ginger (fresh),2015-03-01,3850.0,1,3799.661128693661
Patan,ginger (fresh),Patan_ginger (fresh),2015-04-01,2890.0,2,3023.8517964841335
Patan,ginger (fresh),Patan_ginger (fresh),2015-05-01,1300.0,2,1360.2101506676033
Patan,ginger (fresh),Patan_ginger (fresh),2015-06-01,2498.0,2,2613.696120282825
Patan,ginger (fresh),Patan_ginger (fresh),2015-07-01,3092.0,3,3072.8934758581695
Patan,ginger (fresh),Patan_ginger (fresh),2015-08-01,3144.0,3,3124.5721500964055
Patan,ginger (fresh),Patan_ginger (fresh),2015-09-01,3316.0,3,3295.5093033459543
Patan,ginger (fresh),Patan_ginger (fresh),2015-10-01,3000.0,4,3127.6157493344685
Patan,ginger (fresh),Patan_ginger (fresh),2015-11-01,3085.0,4,3216.2315288989453
Patan,ginger (fresh),Patan_ginger (fresh),2015-12-01,2642.0,4,2754.3869365805554
Patan,ginger (fresh),Patan_ginger (fresh),2016-01-01,3025.0,1,2985.4480296878764
Patan,ginger (fresh),Patan_ginger (fresh),2016-02-01,2921.0,1,2882.807832964723
Patan,ginger (fresh),Patan_ginger (fresh),2016-03-01,2897.0,1,2859.1216337209185
Patan,ginger (fresh),Patan_ginger (fresh),2016-04-01,2268.0,2,2373.043555164711
Patan,ginger (fresh),Patan_ginger (fresh),2016-05-01,2356.0,2,2465.1193192099026
Patan,ginger (fresh),Patan_ginger (fresh),2016-06-01,2571.0,2,2690.0771518203137
Patan,ginger (fresh),Patan_ginger (fresh),2016-07-01,2604.0,3,2587.908994545496
Patan,ginger (fresh),Patan_ginger (fresh),2016-08-01,2384.0,3,2369.268449691422
Patan,ginger (fresh),Patan_ginger (fresh),2016-09-01,2088.0,3,2075.0975347968492
Patan,ginger (fresh),Patan_ginger (fresh),2016-10-01,1830.0,4,1907.8456070940258
Patan,ginger (fresh),Patan_ginger (fresh),2016-11-01,1816.0,4,1893.250066930465
Mumbai,chikoo,Mumbai_chikoo,2014-09-01,1343.0,3,1342.5
Mumbai,chikoo,Mumbai_chikoo,2014-10-01,1402.0,4,1338.9583333333333
Mumbai,chikoo,Mumbai_chikoo,2014-11-01,1461.0,4,1397.9583333333333
Mumbai,chikoo,Mumbai_chikoo,2014-12-01,1517.0,4,1453.9583333333333
Mumbai,chikoo,Mumbai_chikoo,2015-01-01,1459.0,1,1510.2916666666667
Mumbai,chikoo,Mumbai_chikoo,2015-02-01,1318.0,1,1369.2916666666667
Mumbai,chikoo,Mumbai_chikoo,2015-03-01,1209.0,1,1260.2916666666667
Mumbai,chikoo,Mumbai_chikoo,2015-04-01,1268.0,2,1281.7
Mumbai,chikoo,Mumbai_chikoo,2015-05-01,1232.0,2,1245.7
Mumbai,chikoo,Mumbai_chikoo,2015-06-01,1245.0,2,1258.7
Mumbai,chikoo,Mumbai_chikoo,2015-07-01,1458.0,3,1457.5
Mumbai,chikoo,Mumbai_chikoo,2015-08-01,1331.0,3,1330.5
Mumbai,chikoo,Mumbai_chikoo,2015-09-01,1248.0,3,1247.5
Mumbai,chikoo,Mumbai_chikoo,2015-10-01,1830.5,4,1767.4583333333333
Mumbai,chikoo,Mumbai_chikoo,2015-11-01,1830.5,4,1767.4583333333333
Mumbai,chikoo,Mumbai_chikoo,2015-12-01,1830.5,4,1767.4583333333333
Mumbai,chikoo,Mumbai_chikoo,2016-01-01,1830.5,1,1881.7916666666667
Mumbai,chikoo,Mumbai_chikoo,2016-02-01,1418.0,1,1469.2916666666667
Mumbai,chikoo,Mumbai_chikoo,2016-03-01,1523.0,1,1574.2916666666667
Mumbai,chikoo,Mumbai_chikoo,2016-04-01,1830.5,2,1844.2
Mumbai,chikoo,Mumbai_chikoo,2016-05-01,1350.0,2,1363.7
Dondaicha,wheat(husked),Dondaicha_wheat(husked),2014-09-01,1536.0,3,1532.062921833773
Dondaicha,wheat(husked),Dondaicha_wheat(husked),2014-10-01,1554.0,4,1527.4889223955101
Dondaicha,wheat(husked),Dondaicha_wheat(husked),2014-11-01,1596.0,4,1568.772406784578
Dondaicha,wheat(husked),Dondaicha_wheat(husked),2014-12-01,1626.0,4,1598.2606099196264
Dondaicha,wheat(husked),Dondaicha_wheat(husked),2015-01-01,1656.0,1,1674.1567377718052
Dondaicha,wheat(husked),Dondaicha_wheat(husked),2015-02-01,1581.0,1,1598.3344217495314
Dondaicha,wheat(husked),Dondaicha_wheat(husked),2015-03-01,1553.0,1,1570.0274237678825
Dondaicha,wheat(husked),Dondaicha_wheat(husked),2015-04-01,2091.75,2,2071.792595730448
Dondaicha,wheat(husked),Dondaicha_wheat(husked),2015-05-01,1539.0,2,1524.3163881100318
Dondaicha,wheat(husked),Dondaicha_wheat(husked),2015-06-01,1548.0,2,1533.230519034652
Dondaicha,wheat(husked),Dondaicha_wheat(husked),2015-07-01,1582.0,3,1577.9450145449407
